part_id,month,year,sday_id,dayofweek,day,wave
A4_11283,5,2020,2020.05.04,1,4,4
A4_11284,5,2020,2020.05.04,1,4,4
A4_11285,5,2020,2020.05.04,1,4,4
A4_11286,5,2020,2020.05.07,4,7,4
A4_11287,5,2020,2020.05.04,1,4,4
A4_11289,5,2020,2020.05.05,2,5,4
A4_11290,5,2020,2020.05.04,1,4,4
A4_11292,5,2020,2020.05.04,1,4,4
A4_11294,5,2020,2020.05.04,1,4,4
A4_11295,5,2020,2020.05.04,1,4,4
A4_11296,5,2020,2020.05.04,1,4,4
A4_11297,5,2020,2020.05.06,3,6,4
A4_11298,5,2020,2020.05.04,1,4,4
A4_11299,5,2020,2020.05.04,1,4,4
A4_11300,5,2020,2020.05.04,1,4,4
A4_11301,5,2020,2020.05.04,1,4,4
A4_11302,5,2020,2020.05.04,1,4,4
A4_11303,5,2020,2020.05.04,1,4,4
A4_11304,5,2020,2020.05.05,2,5,4
A4_11305,5,2020,2020.05.04,1,4,4
A4_11307,5,2020,2020.05.05,2,5,4
A4_11308,5,2020,2020.05.04,1,4,4
A4_11309,5,2020,2020.05.04,1,4,4
A4_11310,5,2020,2020.05.04,1,4,4
A4_11311,5,2020,2020.05.05,2,5,4
A4_11312,5,2020,2020.05.05,2,5,4
A4_11313,5,2020,2020.05.04,1,4,4
A4_11314,5,2020,2020.05.04,1,4,4
A4_11315,5,2020,2020.05.06,3,6,4
A4_11316,5,2020,2020.05.04,1,4,4
A4_11317,5,2020,2020.05.04,1,4,4
A4_11318,5,2020,2020.05.04,1,4,4
A4_11319,5,2020,2020.05.04,1,4,4
A4_11320,5,2020,2020.05.04,1,4,4
A4_11321,5,2020,2020.05.04,1,4,4
A4_11322,5,2020,2020.05.07,4,7,4
A4_11323,5,2020,2020.05.04,1,4,4
A4_11324,5,2020,2020.05.06,3,6,4
A4_11325,5,2020,2020.05.04,1,4,4
A4_11326,5,2020,2020.05.04,1,4,4
A4_11327,5,2020,2020.05.07,4,7,4
A4_11328,5,2020,2020.05.04,1,4,4
A4_11329,5,2020,2020.05.05,2,5,4
A4_11330,5,2020,2020.05.04,1,4,4
A4_11331,5,2020,2020.05.05,2,5,4
A4_11332,5,2020,2020.05.07,4,7,4
A4_11333,5,2020,2020.05.04,1,4,4
A4_11334,5,2020,2020.05.04,1,4,4
A4_11335,5,2020,2020.05.04,1,4,4
A4_11336,5,2020,2020.05.05,2,5,4
A4_11337,5,2020,2020.05.04,1,4,4
A4_11338,5,2020,2020.05.04,1,4,4
A4_11339,5,2020,2020.05.05,2,5,4
A4_11340,5,2020,2020.05.05,2,5,4
A4_11341,5,2020,2020.05.04,1,4,4
A4_11342,5,2020,2020.05.04,1,4,4
A4_11343,5,2020,2020.05.04,1,4,4
A4_11344,5,2020,2020.05.05,2,5,4
A4_11345,5,2020,2020.05.04,1,4,4
A4_11346,5,2020,2020.05.04,1,4,4
A4_11348,5,2020,2020.05.04,1,4,4
A4_11349,5,2020,2020.05.06,3,6,4
A4_11350,5,2020,2020.05.06,3,6,4
A4_11351,5,2020,2020.05.05,2,5,4
A4_11352,5,2020,2020.05.05,2,5,4
A4_11353,5,2020,2020.05.04,1,4,4
A4_11355,5,2020,2020.05.04,1,4,4
A4_11356,5,2020,2020.05.07,4,7,4
A4_11357,5,2020,2020.05.04,1,4,4
A4_11358,5,2020,2020.05.04,1,4,4
A4_11359,5,2020,2020.05.04,1,4,4
A4_11360,5,2020,2020.05.07,4,7,4
A4_11361,5,2020,2020.05.04,1,4,4
A4_11362,5,2020,2020.05.04,1,4,4
A4_11363,5,2020,2020.05.04,1,4,4
A4_11364,5,2020,2020.05.04,1,4,4
A4_11365,5,2020,2020.05.04,1,4,4
A4_11368,5,2020,2020.05.08,5,8,4
A4_11369,5,2020,2020.05.04,1,4,4
A4_11370,5,2020,2020.05.04,1,4,4
A4_11371,5,2020,2020.05.06,3,6,4
A4_11372,5,2020,2020.05.04,1,4,4
A4_11374,5,2020,2020.05.04,1,4,4
A4_11375,5,2020,2020.05.10,0,10,4
A4_11377,5,2020,2020.05.06,3,6,4
A4_11379,5,2020,2020.05.06,3,6,4
A4_11381,5,2020,2020.05.04,1,4,4
A4_11385,5,2020,2020.05.09,6,9,4
A4_11387,5,2020,2020.05.06,3,6,4
A4_11388,5,2020,2020.05.05,2,5,4
A4_11392,5,2020,2020.05.04,1,4,4
A4_11393,5,2020,2020.05.06,3,6,4
A4_11394,5,2020,2020.05.09,6,9,4
A4_11396,5,2020,2020.05.10,0,10,4
A4_11398,5,2020,2020.05.06,3,6,4
A4_11399,5,2020,2020.05.04,1,4,4
A4_11401,5,2020,2020.05.06,3,6,4
A4_11402,5,2020,2020.05.06,3,6,4
A4_11404,5,2020,2020.05.06,3,6,4
A4_11405,5,2020,2020.05.05,2,5,4
A4_11406,5,2020,2020.05.06,3,6,4
A4_11407,5,2020,2020.05.05,2,5,4
A4_11408,5,2020,2020.05.04,1,4,4
A4_11409,5,2020,2020.05.04,1,4,4
A4_11410,5,2020,2020.05.04,1,4,4
A4_11411,5,2020,2020.05.04,1,4,4
A4_11412,5,2020,2020.05.04,1,4,4
A4_11413,5,2020,2020.05.08,5,8,4
A4_11414,5,2020,2020.05.10,0,10,4
A4_11415,5,2020,2020.05.04,1,4,4
A4_11417,5,2020,2020.05.04,1,4,4
A4_11418,5,2020,2020.05.05,2,5,4
A4_11419,5,2020,2020.05.04,1,4,4
A4_11420,5,2020,2020.05.05,2,5,4
A4_11421,5,2020,2020.05.04,1,4,4
A4_11422,5,2020,2020.05.04,1,4,4
A4_11423,5,2020,2020.05.05,2,5,4
A4_11424,5,2020,2020.05.04,1,4,4
A4_11425,5,2020,2020.05.04,1,4,4
A4_11426,5,2020,2020.05.05,2,5,4
A4_11427,5,2020,2020.05.04,1,4,4
A4_11428,5,2020,2020.05.05,2,5,4
A4_11429,5,2020,2020.05.09,6,9,4
A4_11430,5,2020,2020.05.04,1,4,4
A4_11431,5,2020,2020.05.04,1,4,4
A4_11433,5,2020,2020.05.04,1,4,4
A4_11434,5,2020,2020.05.06,3,6,4
A4_11435,5,2020,2020.05.04,1,4,4
A4_11436,5,2020,2020.05.04,1,4,4
A4_11438,5,2020,2020.05.04,1,4,4
A4_11440,5,2020,2020.05.05,2,5,4
A4_11441,5,2020,2020.05.04,1,4,4
A4_11443,5,2020,2020.05.04,1,4,4
A4_11444,5,2020,2020.05.05,2,5,4
A4_11445,5,2020,2020.05.04,1,4,4
A4_11446,5,2020,2020.05.05,2,5,4
A4_11447,5,2020,2020.05.06,3,6,4
A4_11448,5,2020,2020.05.06,3,6,4
A4_11449,5,2020,2020.05.06,3,6,4
A4_11450,5,2020,2020.05.11,1,11,4
A4_11451,5,2020,2020.05.04,1,4,4
A4_11452,5,2020,2020.05.04,1,4,4
A4_11453,5,2020,2020.05.04,1,4,4
A4_11454,5,2020,2020.05.04,1,4,4
A4_11455,5,2020,2020.05.05,2,5,4
A4_11456,5,2020,2020.05.04,1,4,4
A4_11457,5,2020,2020.05.10,0,10,4
A4_11458,5,2020,2020.05.04,1,4,4
A4_11459,5,2020,2020.05.04,1,4,4
A4_11460,5,2020,2020.05.04,1,4,4
A4_11461,5,2020,2020.05.05,2,5,4
A4_11462,5,2020,2020.05.05,2,5,4
A4_11463,5,2020,2020.05.04,1,4,4
A4_11464,5,2020,2020.05.06,3,6,4
A4_11465,5,2020,2020.05.05,2,5,4
A4_11466,5,2020,2020.05.04,1,4,4
A4_11467,5,2020,2020.05.04,1,4,4
A4_11468,5,2020,2020.05.04,1,4,4
A4_11469,5,2020,2020.05.04,1,4,4
A4_11472,5,2020,2020.05.05,2,5,4
A4_11473,5,2020,2020.05.04,1,4,4
A4_11474,5,2020,2020.05.04,1,4,4
A4_11475,5,2020,2020.05.05,2,5,4
A4_11476,5,2020,2020.05.04,1,4,4
A4_11477,5,2020,2020.05.06,3,6,4
A4_11478,5,2020,2020.05.04,1,4,4
A4_11479,5,2020,2020.05.04,1,4,4
A4_11480,5,2020,2020.05.05,2,5,4
A4_11481,5,2020,2020.05.05,2,5,4
A4_11482,5,2020,2020.05.04,1,4,4
A4_11483,5,2020,2020.05.05,2,5,4
A4_11484,5,2020,2020.05.04,1,4,4
A4_11485,5,2020,2020.05.04,1,4,4
A4_11486,5,2020,2020.05.04,1,4,4
A4_11487,5,2020,2020.05.04,1,4,4
A4_11488,5,2020,2020.05.04,1,4,4
A4_11490,5,2020,2020.05.04,1,4,4
A4_11491,5,2020,2020.05.04,1,4,4
A4_11492,5,2020,2020.05.04,1,4,4
A4_11493,5,2020,2020.05.05,2,5,4
A4_11494,5,2020,2020.05.04,1,4,4
A4_11495,5,2020,2020.05.04,1,4,4
A4_11496,5,2020,2020.05.04,1,4,4
A4_11498,5,2020,2020.05.04,1,4,4
A4_11499,5,2020,2020.05.04,1,4,4
A4_11500,5,2020,2020.05.04,1,4,4
A4_11502,5,2020,2020.05.04,1,4,4
A4_11503,5,2020,2020.05.04,1,4,4
A4_11504,5,2020,2020.05.04,1,4,4
A4_11505,5,2020,2020.05.04,1,4,4
A4_11506,5,2020,2020.05.04,1,4,4
A4_11508,5,2020,2020.05.06,3,6,4
A4_11509,5,2020,2020.05.04,1,4,4
A4_11510,5,2020,2020.05.06,3,6,4
A4_11511,5,2020,2020.05.04,1,4,4
A4_11512,5,2020,2020.05.08,5,8,4
A4_11513,5,2020,2020.05.05,2,5,4
A4_11514,5,2020,2020.05.05,2,5,4
A4_11515,5,2020,2020.05.04,1,4,4
A4_11516,5,2020,2020.05.04,1,4,4
A4_11517,5,2020,2020.05.07,4,7,4
A4_11518,5,2020,2020.05.05,2,5,4
A4_11520,5,2020,2020.05.04,1,4,4
A4_11521,5,2020,2020.05.04,1,4,4
A4_11522,5,2020,2020.05.05,2,5,4
A4_11523,5,2020,2020.05.05,2,5,4
A4_11525,5,2020,2020.05.05,2,5,4
A4_11526,5,2020,2020.05.04,1,4,4
A4_11527,5,2020,2020.05.04,1,4,4
A4_11528,5,2020,2020.05.05,2,5,4
A4_11529,5,2020,2020.05.05,2,5,4
A4_11530,5,2020,2020.05.09,6,9,4
A4_11531,5,2020,2020.05.04,1,4,4
A4_11532,5,2020,2020.05.04,1,4,4
A4_11533,5,2020,2020.05.04,1,4,4
A4_11534,5,2020,2020.05.04,1,4,4
A4_11535,5,2020,2020.05.04,1,4,4
A4_11536,5,2020,2020.05.04,1,4,4
A4_11537,5,2020,2020.05.04,1,4,4
A4_11538,5,2020,2020.05.09,6,9,4
A4_11539,5,2020,2020.05.04,1,4,4
A4_11540,5,2020,2020.05.04,1,4,4
A4_11541,5,2020,2020.05.04,1,4,4
A4_11543,5,2020,2020.05.05,2,5,4
A4_11544,5,2020,2020.05.05,2,5,4
A4_11545,5,2020,2020.05.04,1,4,4
A4_11546,5,2020,2020.05.04,1,4,4
A4_11547,5,2020,2020.05.04,1,4,4
A4_11548,5,2020,2020.05.04,1,4,4
A4_11549,5,2020,2020.05.04,1,4,4
A4_11550,5,2020,2020.05.04,1,4,4
A4_11551,5,2020,2020.05.04,1,4,4
A4_11552,5,2020,2020.05.06,3,6,4
A4_11553,5,2020,2020.05.04,1,4,4
A4_11554,5,2020,2020.05.04,1,4,4
A4_11555,5,2020,2020.05.04,1,4,4
A4_11556,5,2020,2020.05.06,3,6,4
A4_11557,5,2020,2020.05.04,1,4,4
A4_11558,5,2020,2020.05.04,1,4,4
A4_11559,5,2020,2020.05.06,3,6,4
A4_11560,5,2020,2020.05.04,1,4,4
A4_11561,5,2020,2020.05.04,1,4,4
A4_11562,5,2020,2020.05.04,1,4,4
A4_11563,5,2020,2020.05.04,1,4,4
A4_11564,5,2020,2020.05.04,1,4,4
A4_11565,5,2020,2020.05.04,1,4,4
A4_11566,5,2020,2020.05.04,1,4,4
A4_11567,5,2020,2020.05.04,1,4,4
A4_11568,5,2020,2020.05.04,1,4,4
A4_11569,5,2020,2020.05.04,1,4,4
A4_11570,5,2020,2020.05.04,1,4,4
A4_11571,5,2020,2020.05.04,1,4,4
A4_11572,5,2020,2020.05.04,1,4,4
A4_11573,5,2020,2020.05.04,1,4,4
A4_11574,5,2020,2020.05.06,3,6,4
A4_11575,5,2020,2020.05.04,1,4,4
A4_11576,5,2020,2020.05.04,1,4,4
A4_11577,5,2020,2020.05.05,2,5,4
A4_11578,5,2020,2020.05.04,1,4,4
A4_11579,5,2020,2020.05.06,3,6,4
A4_11580,5,2020,2020.05.06,3,6,4
A4_11581,5,2020,2020.05.05,2,5,4
A4_11582,5,2020,2020.05.06,3,6,4
A4_11583,5,2020,2020.05.04,1,4,4
A4_11584,5,2020,2020.05.04,1,4,4
A4_11585,5,2020,2020.05.04,1,4,4
A4_11587,5,2020,2020.05.04,1,4,4
A4_11588,5,2020,2020.05.04,1,4,4
A4_11589,5,2020,2020.05.04,1,4,4
A4_11590,5,2020,2020.05.04,1,4,4
A4_11591,5,2020,2020.05.04,1,4,4
A4_11592,5,2020,2020.05.04,1,4,4
A4_11593,5,2020,2020.05.04,1,4,4
A4_11595,5,2020,2020.05.06,3,6,4
A4_11597,5,2020,2020.05.04,1,4,4
A4_11598,5,2020,2020.05.04,1,4,4
A4_11599,5,2020,2020.05.04,1,4,4
A4_11600,5,2020,2020.05.04,1,4,4
A4_11603,5,2020,2020.05.05,2,5,4
A4_11604,5,2020,2020.05.04,1,4,4
A4_11605,5,2020,2020.05.10,0,10,4
A4_11606,5,2020,2020.05.06,3,6,4
A4_11607,5,2020,2020.05.04,1,4,4
A4_11608,5,2020,2020.05.05,2,5,4
A4_11609,5,2020,2020.05.06,3,6,4
A4_11611,5,2020,2020.05.04,1,4,4
A4_11612,5,2020,2020.05.05,2,5,4
A4_11613,5,2020,2020.05.05,2,5,4
A4_11614,5,2020,2020.05.04,1,4,4
A4_11615,5,2020,2020.05.05,2,5,4
A4_11616,5,2020,2020.05.05,2,5,4
A4_11617,5,2020,2020.05.04,1,4,4
A4_11619,5,2020,2020.05.04,1,4,4
A4_11620,5,2020,2020.05.04,1,4,4
A4_11621,5,2020,2020.05.04,1,4,4
A4_11622,5,2020,2020.05.04,1,4,4
A4_11623,5,2020,2020.05.04,1,4,4
A4_11624,5,2020,2020.05.04,1,4,4
A4_11625,5,2020,2020.05.06,3,6,4
A4_11627,5,2020,2020.05.06,3,6,4
A4_11628,5,2020,2020.05.04,1,4,4
A4_11629,5,2020,2020.05.04,1,4,4
A4_11630,5,2020,2020.05.05,2,5,4
A4_11631,5,2020,2020.05.04,1,4,4
A4_11632,5,2020,2020.05.04,1,4,4
A4_11633,5,2020,2020.05.04,1,4,4
A4_11634,5,2020,2020.05.04,1,4,4
A4_11635,5,2020,2020.05.07,4,7,4
A4_11636,5,2020,2020.05.04,1,4,4
A4_11637,5,2020,2020.05.07,4,7,4
A4_11638,5,2020,2020.05.06,3,6,4
A4_11639,5,2020,2020.05.04,1,4,4
A4_11640,5,2020,2020.05.04,1,4,4
A4_11641,5,2020,2020.05.05,2,5,4
A4_11642,5,2020,2020.05.04,1,4,4
A4_11643,5,2020,2020.05.04,1,4,4
A4_11644,5,2020,2020.05.04,1,4,4
A4_11645,5,2020,2020.05.06,3,6,4
A4_11646,5,2020,2020.05.05,2,5,4
A4_11647,5,2020,2020.05.04,1,4,4
A4_11648,5,2020,2020.05.04,1,4,4
A4_11649,5,2020,2020.05.10,0,10,4
A4_11650,5,2020,2020.05.07,4,7,4
A4_11651,5,2020,2020.05.04,1,4,4
A4_11652,5,2020,2020.05.05,2,5,4
A4_11653,5,2020,2020.05.06,3,6,4
A4_11655,5,2020,2020.05.04,1,4,4
A4_11656,5,2020,2020.05.04,1,4,4
A4_11657,5,2020,2020.05.04,1,4,4
A4_11658,5,2020,2020.05.09,6,9,4
A4_11659,5,2020,2020.05.04,1,4,4
A4_11660,5,2020,2020.05.05,2,5,4
A4_11661,5,2020,2020.05.04,1,4,4
A4_11662,5,2020,2020.05.04,1,4,4
A4_11663,5,2020,2020.05.06,3,6,4
A4_11664,5,2020,2020.05.06,3,6,4
A4_11665,5,2020,2020.05.05,2,5,4
A4_11666,5,2020,2020.05.04,1,4,4
A4_11667,5,2020,2020.05.05,2,5,4
A4_11668,5,2020,2020.05.04,1,4,4
A4_11670,5,2020,2020.05.04,1,4,4
A4_11671,5,2020,2020.05.06,3,6,4
A4_11672,5,2020,2020.05.04,1,4,4
A4_11673,5,2020,2020.05.04,1,4,4
A4_11674,5,2020,2020.05.04,1,4,4
A4_11675,5,2020,2020.05.04,1,4,4
A4_11676,5,2020,2020.05.05,2,5,4
A4_11678,5,2020,2020.05.04,1,4,4
A4_11679,5,2020,2020.05.06,3,6,4
A4_11680,5,2020,2020.05.04,1,4,4
A4_11681,5,2020,2020.05.04,1,4,4
A4_11683,5,2020,2020.05.08,5,8,4
A4_11684,5,2020,2020.05.04,1,4,4
A4_11685,5,2020,2020.05.04,1,4,4
A4_11686,5,2020,2020.05.04,1,4,4
A4_11687,5,2020,2020.05.07,4,7,4
A4_11688,5,2020,2020.05.05,2,5,4
A4_11689,5,2020,2020.05.04,1,4,4
A4_11690,5,2020,2020.05.07,4,7,4
A4_11691,5,2020,2020.05.06,3,6,4
A4_11693,5,2020,2020.05.04,1,4,4
A4_11694,5,2020,2020.05.06,3,6,4
A4_11695,5,2020,2020.05.06,3,6,4
A4_11696,5,2020,2020.05.04,1,4,4
A4_11697,5,2020,2020.05.06,3,6,4
A4_11698,5,2020,2020.05.06,3,6,4
A4_11699,5,2020,2020.05.06,3,6,4
A4_11700,5,2020,2020.05.04,1,4,4
A4_11701,5,2020,2020.05.06,3,6,4
A4_11702,5,2020,2020.05.06,3,6,4
A4_11703,5,2020,2020.05.04,1,4,4
A4_11704,5,2020,2020.05.04,1,4,4
A4_11705,5,2020,2020.05.06,3,6,4
A4_11706,5,2020,2020.05.06,3,6,4
A4_11707,5,2020,2020.05.04,1,4,4
A4_11708,5,2020,2020.05.04,1,4,4
A4_11709,5,2020,2020.05.04,1,4,4
A4_11710,5,2020,2020.05.04,1,4,4
A4_11711,5,2020,2020.05.04,1,4,4
A4_11712,5,2020,2020.05.06,3,6,4
A4_11715,5,2020,2020.05.07,4,7,4
A4_11716,5,2020,2020.05.07,4,7,4
A4_11717,5,2020,2020.05.04,1,4,4
A4_11719,5,2020,2020.05.06,3,6,4
A4_11720,5,2020,2020.05.04,1,4,4
A4_11721,5,2020,2020.05.07,4,7,4
A4_11722,5,2020,2020.05.04,1,4,4
A4_11723,5,2020,2020.05.06,3,6,4
A4_11724,5,2020,2020.05.05,2,5,4
A4_11726,5,2020,2020.05.04,1,4,4
A4_11727,5,2020,2020.05.05,2,5,4
A4_11728,5,2020,2020.05.06,3,6,4
A4_11729,5,2020,2020.05.04,1,4,4
A4_11730,5,2020,2020.05.08,5,8,4
A4_11731,5,2020,2020.05.04,1,4,4
A4_11733,5,2020,2020.05.06,3,6,4
A4_11734,5,2020,2020.05.05,2,5,4
A4_11736,5,2020,2020.05.05,2,5,4
A4_11738,5,2020,2020.05.06,3,6,4
A4_11739,5,2020,2020.05.04,1,4,4
A4_11740,5,2020,2020.05.06,3,6,4
A4_11741,5,2020,2020.05.07,4,7,4
A4_11742,5,2020,2020.05.04,1,4,4
A4_11743,5,2020,2020.05.04,1,4,4
A4_11744,5,2020,2020.05.04,1,4,4
A4_11745,5,2020,2020.05.05,2,5,4
A4_11746,5,2020,2020.05.04,1,4,4
A4_11747,5,2020,2020.05.04,1,4,4
A4_11748,5,2020,2020.05.04,1,4,4
A4_11750,5,2020,2020.05.06,3,6,4
A4_11753,5,2020,2020.05.08,5,8,4
A4_11754,5,2020,2020.05.11,1,11,4
A4_11756,5,2020,2020.05.06,3,6,4
A4_11757,5,2020,2020.05.05,2,5,4
A4_11758,5,2020,2020.05.06,3,6,4
A4_11759,5,2020,2020.05.04,1,4,4
A4_11760,5,2020,2020.05.04,1,4,4
A4_11765,5,2020,2020.05.07,4,7,4
A4_11766,5,2020,2020.05.05,2,5,4
A4_11767,5,2020,2020.05.04,1,4,4
A4_11768,5,2020,2020.05.04,1,4,4
A4_11769,5,2020,2020.05.04,1,4,4
A4_11770,5,2020,2020.05.05,2,5,4
A4_11771,5,2020,2020.05.04,1,4,4
A4_11772,5,2020,2020.05.06,3,6,4
A4_11773,5,2020,2020.05.04,1,4,4
A4_11774,5,2020,2020.05.04,1,4,4
A4_11775,5,2020,2020.05.04,1,4,4
A4_11776,5,2020,2020.05.07,4,7,4
A4_11778,5,2020,2020.05.04,1,4,4
A4_11779,5,2020,2020.05.06,3,6,4
A4_11782,5,2020,2020.05.04,1,4,4
A4_11785,5,2020,2020.05.06,3,6,4
A4_11786,5,2020,2020.05.06,3,6,4
A4_11787,5,2020,2020.05.10,0,10,4
A4_11788,5,2020,2020.05.08,5,8,4
A4_11789,5,2020,2020.05.05,2,5,4
A4_11790,5,2020,2020.05.04,1,4,4
A4_11791,5,2020,2020.05.06,3,6,4
A4_11792,5,2020,2020.05.04,1,4,4
A4_11794,5,2020,2020.05.04,1,4,4
A4_11797,5,2020,2020.05.04,1,4,4
A4_11798,5,2020,2020.05.04,1,4,4
A4_11799,5,2020,2020.05.04,1,4,4
A4_11801,5,2020,2020.05.04,1,4,4
A4_11802,5,2020,2020.05.05,2,5,4
A4_11807,5,2020,2020.05.04,1,4,4
A4_11808,5,2020,2020.05.06,3,6,4
A4_11812,5,2020,2020.05.06,3,6,4
A4_11815,5,2020,2020.05.07,4,7,4
A4_610903,5,2020,2020.05.04,1,4,4
A4_610921,5,2020,2020.05.05,2,5,4
A5_10001,5,2020,2020.05.20,3,20,5
A5_10002,5,2020,2020.05.21,4,21,5
A5_10003,5,2020,2020.05.21,4,21,5
A5_10004,5,2020,2020.05.21,4,21,5
A5_10005,5,2020,2020.05.21,4,21,5
A5_10007,5,2020,2020.05.21,4,21,5
A5_10008,5,2020,2020.05.21,4,21,5
A5_10009,5,2020,2020.05.20,3,20,5
A5_10010,5,2020,2020.05.20,3,20,5
A5_10011,5,2020,2020.05.21,4,21,5
A5_10012,5,2020,2020.05.21,4,21,5
A5_10013,5,2020,2020.05.23,6,23,5
A5_10014,5,2020,2020.05.21,4,21,5
A5_10015,5,2020,2020.05.21,4,21,5
A5_10016,5,2020,2020.05.20,3,20,5
A5_10017,5,2020,2020.05.21,4,21,5
A5_10018,5,2020,2020.05.21,4,21,5
A5_10019,5,2020,2020.05.21,4,21,5
A5_10020,5,2020,2020.05.21,4,21,5
A5_10021,5,2020,2020.05.20,3,20,5
A5_10022,5,2020,2020.05.20,3,20,5
A5_10023,5,2020,2020.05.20,3,20,5
A5_10024,5,2020,2020.05.21,4,21,5
A5_10025,5,2020,2020.05.20,3,20,5
A5_10026,5,2020,2020.05.26,2,26,5
A5_10027,5,2020,2020.05.21,4,21,5
A5_10028,5,2020,2020.05.21,4,21,5
A5_10029,5,2020,2020.05.21,4,21,5
A5_10030,5,2020,2020.05.23,6,23,5
A5_10032,5,2020,2020.05.21,4,21,5
A5_10033,5,2020,2020.05.21,4,21,5
A5_10034,5,2020,2020.05.21,4,21,5
A5_10035,5,2020,2020.05.21,4,21,5
A5_10037,5,2020,2020.05.21,4,21,5
A5_10038,5,2020,2020.05.24,0,24,5
A5_10039,5,2020,2020.05.20,3,20,5
A5_10040,5,2020,2020.05.21,4,21,5
A5_10041,5,2020,2020.05.20,3,20,5
A5_10043,5,2020,2020.05.20,3,20,5
A5_10044,5,2020,2020.05.20,3,20,5
A5_10045,5,2020,2020.05.21,4,21,5
A5_10046,5,2020,2020.05.25,1,25,5
A5_10047,5,2020,2020.05.26,2,26,5
A5_10048,5,2020,2020.05.20,3,20,5
A5_10049,5,2020,2020.05.20,3,20,5
A5_10051,5,2020,2020.05.21,4,21,5
A5_10052,5,2020,2020.05.21,4,21,5
A5_10053,5,2020,2020.05.21,4,21,5
A5_10054,5,2020,2020.05.21,4,21,5
A5_10055,5,2020,2020.05.21,4,21,5
A5_10056,5,2020,2020.05.20,3,20,5
A5_10057,5,2020,2020.05.21,4,21,5
A5_10058,5,2020,2020.05.20,3,20,5
A5_10059,5,2020,2020.05.20,3,20,5
A5_10060,5,2020,2020.05.20,3,20,5
A5_10061,5,2020,2020.05.21,4,21,5
A5_10062,5,2020,2020.05.24,0,24,5
A5_10063,5,2020,2020.05.24,0,24,5
A5_10064,5,2020,2020.05.21,4,21,5
A5_10065,5,2020,2020.05.21,4,21,5
A5_10066,5,2020,2020.05.20,3,20,5
A5_10067,5,2020,2020.05.21,4,21,5
A5_10068,5,2020,2020.05.24,0,24,5
A5_10069,5,2020,2020.05.21,4,21,5
A5_10070,5,2020,2020.05.21,4,21,5
A5_10071,5,2020,2020.05.20,3,20,5
A5_10072,5,2020,2020.05.21,4,21,5
A5_10073,5,2020,2020.05.21,4,21,5
A5_10074,5,2020,2020.05.20,3,20,5
A5_10075,5,2020,2020.05.20,3,20,5
A5_10076,5,2020,2020.05.21,4,21,5
A5_10077,5,2020,2020.05.26,2,26,5
A5_10078,5,2020,2020.05.22,5,22,5
A5_10079,5,2020,2020.05.21,4,21,5
A5_10080,5,2020,2020.05.21,4,21,5
A5_10081,5,2020,2020.05.21,4,21,5
A5_10083,5,2020,2020.05.20,3,20,5
A5_10084,5,2020,2020.05.21,4,21,5
A5_10085,5,2020,2020.05.22,5,22,5
A5_10086,5,2020,2020.05.21,4,21,5
A5_10087,5,2020,2020.05.24,0,24,5
A5_10088,5,2020,2020.05.20,3,20,5
A5_10089,5,2020,2020.05.21,4,21,5
A5_10090,5,2020,2020.05.20,3,20,5
A5_10091,5,2020,2020.05.20,3,20,5
A5_10092,5,2020,2020.05.21,4,21,5
A5_10093,5,2020,2020.05.21,4,21,5
A5_10094,5,2020,2020.05.20,3,20,5
A5_10095,5,2020,2020.05.21,4,21,5
A5_10096,5,2020,2020.05.20,3,20,5
A5_10097,5,2020,2020.05.20,3,20,5
A5_10098,5,2020,2020.05.20,3,20,5
A5_10099,5,2020,2020.05.21,4,21,5
A5_10100,5,2020,2020.05.21,4,21,5
A5_10101,5,2020,2020.05.21,4,21,5
A5_10103,5,2020,2020.05.20,3,20,5
A5_10104,5,2020,2020.05.21,4,21,5
A5_10105,5,2020,2020.05.21,4,21,5
A5_10106,5,2020,2020.05.20,3,20,5
A5_10107,5,2020,2020.05.20,3,20,5
A5_10108,5,2020,2020.05.21,4,21,5
A5_10109,5,2020,2020.05.21,4,21,5
A5_10110,5,2020,2020.05.24,0,24,5
A5_10111,5,2020,2020.05.23,6,23,5
A5_10112,5,2020,2020.05.21,4,21,5
A5_10113,5,2020,2020.05.20,3,20,5
A5_10115,5,2020,2020.05.20,3,20,5
A5_10116,5,2020,2020.05.20,3,20,5
A5_10117,5,2020,2020.05.21,4,21,5
A5_10118,5,2020,2020.05.21,4,21,5
A5_10119,5,2020,2020.05.20,3,20,5
A5_10120,5,2020,2020.05.21,4,21,5
A5_10121,5,2020,2020.05.21,4,21,5
A5_10122,5,2020,2020.05.20,3,20,5
A5_10123,5,2020,2020.05.21,4,21,5
A5_10124,5,2020,2020.05.21,4,21,5
A5_10125,5,2020,2020.05.21,4,21,5
A5_10126,5,2020,2020.05.20,3,20,5
A5_10127,5,2020,2020.05.21,4,21,5
A5_10128,5,2020,2020.05.20,3,20,5
A5_10129,5,2020,2020.05.21,4,21,5
A5_10130,5,2020,2020.05.27,3,27,5
A5_10131,5,2020,2020.05.21,4,21,5
A5_10132,5,2020,2020.05.21,4,21,5
A5_10133,5,2020,2020.05.21,4,21,5
A5_10134,5,2020,2020.05.20,3,20,5
A5_10135,5,2020,2020.05.20,3,20,5
A5_10136,5,2020,2020.05.25,1,25,5
A5_10137,5,2020,2020.05.20,3,20,5
A5_10138,5,2020,2020.05.23,6,23,5
