hh_id,country,hh_size
HHA2_11112,uk,4
HHA2_11113,uk,1
HHA2_11114,uk,3
HHA2_11115,uk,1
HHA2_11117,uk,5
HHA2_11118,uk,5
HHA2_11121,uk,3
HHA2_11122,uk,3
HHA2_11126,uk,2
HHA2_11130,uk,4
HHA2_11131,uk,2
HHA2_11132,uk,1
HHA2_11133,uk,3
HHA2_11134,uk,1
HHA2_11136,uk,3
HHA2_11137,uk,3
HHA2_11139,uk,1
HHA2_11140,uk,1
HHA2_11141,uk,4
HHA2_11144,uk,2
HHA2_11145,uk,5
HHA2_11147,uk,1
HHA2_11148,uk,2
HHA2_11149,uk,4
HHA2_11150,uk,2
HHA2_11152,uk,2
HHA2_11153,uk,4
HHA2_11154,uk,2
HHA2_11156,uk,4
HHA2_11157,uk,1
HHA2_11160,uk,4
HHA2_11161,uk,2
HHA2_11162,uk,8
HHA2_11163,uk,3
HHA2_11165,uk,2
HHA2_11166,uk,2
HHA2_11168,uk,1
HHA2_11170,uk,3
HHA2_11171,uk,2
HHA2_11172,uk,2
HHA2_11173,uk,3
HHA2_11175,uk,4
HHA2_11176,uk,2
HHA2_11177,uk,2
HHA2_11178,uk,1
HHA2_11179,uk,8
HHA2_11180,uk,2
HHA2_11181,uk,6
HHA2_11182,uk,4
HHA2_11183,uk,2
HHA2_11184,uk,2
HHA2_11185,uk,1
HHA2_11186,uk,3
HHA2_11188,uk,3
HHA2_11193,uk,4
HHA2_11194,uk,1
HHA2_11196,uk,3
HHA2_11197,uk,3
HHA2_11198,uk,4
HHA2_11199,uk,5
HHA2_11201,uk,6
HHA2_11202,uk,2
HHA2_11203,uk,2
HHA2_11204,uk,2
HHA2_11205,uk,5
HHA2_11207,uk,1
HHA2_11209,uk,2
HHA2_11212,uk,3
HHA2_11216,uk,3
HHA2_11217,uk,2
HHA2_11218,uk,1
HHA2_11219,uk,2
HHA2_11220,uk,1
HHA2_11223,uk,2
HHA2_11224,uk,2
HHA2_11225,uk,2
HHA2_11227,uk,1
HHA2_11229,uk,8
HHA2_11230,uk,2
HHA2_11231,uk,1
HHA2_11233,uk,2
HHA2_11234,uk,1
HHA2_11235,uk,2
HHA2_11236,uk,6
HHA2_11237,uk,2
HHA2_11238,uk,1
HHA2_11239,uk,4
HHA2_11240,uk,3
HHA2_11241,uk,1
HHA2_11242,uk,1
HHA2_11243,uk,2
HHA2_11244,uk,2
HHA2_11247,uk,2
HHA2_11248,uk,2
HHA2_11249,uk,2
HHA2_11250,uk,2
HHA2_11252,uk,2
HHA2_11253,uk,2
HHA2_11254,uk,1
HHA2_11255,uk,4
HHA2_11256,uk,2
HHA2_11257,uk,2
HHA2_11258,uk,2
HHA2_11259,uk,1
HHA2_11260,uk,3
HHA2_11261,uk,2
HHA2_11262,uk,3
HHA2_11263,uk,1
HHA2_11265,uk,1
HHA2_11266,uk,5
HHA2_11268,uk,2
HHA2_11269,uk,5
HHA2_11270,uk,5
HHA2_11271,uk,2
HHA2_11272,uk,1
HHA2_11273,uk,2
HHA2_11274,uk,2
HHA2_11275,uk,5
HHA2_11276,uk,2
HHA2_11277,uk,3
HHA2_11278,uk,2
HHA2_11280,uk,2
HHA2_11281,uk,1
HHA2_11283,uk,1
HHA2_11284,uk,3
HHA2_11285,uk,2
HHA2_11286,uk,1
HHA2_11287,uk,1
HHA2_11289,uk,4
HHA2_11290,uk,2
HHA2_11291,uk,1
HHA2_11292,uk,2
HHA2_11294,uk,2
HHA2_11296,uk,1
HHA2_11298,uk,4
HHA2_11300,uk,3
HHA2_11301,uk,2
HHA2_11302,uk,3
HHA2_11305,uk,3
HHA2_11306,uk,1
HHA2_11307,uk,2
HHA2_11308,uk,3
HHA2_11309,uk,5
HHA2_11311,uk,2
HHA2_11312,uk,4
HHA2_11313,uk,3
HHA2_11314,uk,3
HHA2_11315,uk,2
HHA2_11316,uk,2
HHA2_11319,uk,2
HHA2_11321,uk,2
HHA2_11322,uk,3
HHA2_11323,uk,2
HHA2_11324,uk,2
HHA2_11325,uk,1
HHA2_11326,uk,2
HHA2_11327,uk,2
HHA2_11328,uk,2
HHA2_11329,uk,3
HHA2_11332,uk,1
HHA2_11333,uk,2
HHA2_11334,uk,1
HHA2_11335,uk,2
HHA2_11336,uk,1
HHA2_11337,uk,4
HHA2_11338,uk,2
HHA2_11339,uk,1
HHA2_11340,uk,1
HHA2_11341,uk,2
HHA2_11342,uk,2
HHA2_11343,uk,2
HHA2_11344,uk,2
HHA2_11345,uk,4
HHA2_11346,uk,2
HHA2_11348,uk,3
HHA2_11349,uk,1
HHA2_11350,uk,2
HHA2_11352,uk,2
HHA2_11353,uk,1
HHA2_11356,uk,1
HHA2_11357,uk,2
HHA2_11358,uk,2
HHA2_11359,uk,1
HHA2_11362,uk,2
HHA2_11363,uk,2
HHA2_11364,uk,3
HHA2_11365,uk,2
HHA2_11367,uk,4
HHA2_11370,uk,2
HHA2_11371,uk,5
HHA2_11372,uk,2
HHA2_11373,uk,1
HHA2_11375,uk,2
HHA2_11377,uk,1
HHA2_11380,uk,8
HHA2_11387,uk,3
HHA2_11388,uk,4
HHA2_11389,uk,4
HHA2_11390,uk,2
HHA2_11391,uk,2
HHA2_11392,uk,2
HHA2_11393,uk,2
HHA2_11394,uk,5
HHA2_11395,uk,1
HHA2_11396,uk,1
HHA2_11399,uk,2
HHA2_11400,uk,5
HHA2_11401,uk,3
HHA2_11402,uk,3
HHA2_11403,uk,4
HHA2_11404,uk,2
HHA2_11405,uk,2
HHA2_11406,uk,2
HHA2_11407,uk,2
HHA2_11408,uk,1
HHA2_11409,uk,2
HHA2_11410,uk,1
HHA2_11411,uk,1
HHA2_11412,uk,2
HHA2_11414,uk,4
HHA2_11415,uk,2
HHA2_11417,uk,2
HHA2_11418,uk,1
HHA2_11419,uk,1
HHA2_11420,uk,2
HHA2_11421,uk,1
HHA2_11422,uk,2
HHA2_11424,uk,2
HHA2_11425,uk,2
HHA2_11426,uk,1
HHA2_11427,uk,3
HHA2_11429,uk,1
HHA2_11431,uk,5
HHA2_11432,uk,2
HHA2_11433,uk,3
HHA2_11434,uk,1
HHA2_11435,uk,1
HHA2_11436,uk,1
HHA2_11438,uk,2
HHA2_11439,uk,2
HHA2_11441,uk,3
HHA2_11442,uk,3
HHA2_11443,uk,2
HHA2_11444,uk,1
HHA2_11445,uk,3
HHA2_11446,uk,2
HHA2_11447,uk,4
HHA2_11448,uk,7
HHA2_11451,uk,2
HHA2_11452,uk,1
HHA2_11453,uk,1
HHA2_11455,uk,3
HHA2_11456,uk,1
HHA2_11458,uk,2
HHA2_11459,uk,3
HHA2_11460,uk,1
HHA2_11461,uk,2
HHA2_11462,uk,1
HHA2_11463,uk,3
HHA2_11464,uk,1
HHA2_11465,uk,1
HHA2_11466,uk,2
HHA2_11467,uk,4
HHA2_11468,uk,1
HHA2_11469,uk,2
HHA2_11471,uk,3
HHA2_11472,uk,3
HHA2_11473,uk,2
HHA2_11474,uk,2
HHA2_11475,uk,3
HHA2_11476,uk,3
HHA2_11477,uk,2
HHA2_11479,uk,2
HHA2_11480,uk,1
HHA2_11481,uk,3
HHA2_11482,uk,2
HHA2_11483,uk,4
HHA2_11484,uk,3
HHA2_11485,uk,2
HHA2_11486,uk,2
HHA2_11487,uk,2
HHA2_11488,uk,1
HHA2_11490,uk,1
HHA2_11491,uk,3
HHA2_11492,uk,3
HHA2_11493,uk,2
HHA2_11494,uk,1
HHA2_11495,uk,3
HHA2_11498,uk,2
HHA2_11499,uk,1
HHA2_11500,uk,1
HHA2_11501,uk,2
HHA2_11502,uk,1
HHA2_11503,uk,5
HHA2_11504,uk,1
HHA2_11505,uk,3
HHA2_11506,uk,3
HHA2_11507,uk,3
HHA2_11508,uk,1
HHA2_11509,uk,1
HHA2_11510,uk,1
HHA2_11511,uk,2
HHA2_11512,uk,1
HHA2_11513,uk,2
HHA2_11514,uk,1
HHA2_11515,uk,2
HHA2_11516,uk,1
HHA2_11517,uk,1
HHA2_11518,uk,1
HHA2_11519,uk,5
HHA2_11520,uk,2
HHA2_11521,uk,2
HHA2_11522,uk,1
HHA2_11523,uk,2
HHA2_11525,uk,1
HHA2_11526,uk,2
HHA2_11527,uk,1
HHA2_11528,uk,3
HHA2_11529,uk,1
HHA2_11533,uk,4
HHA2_11534,uk,4
HHA2_11536,uk,1
HHA2_11537,uk,2
HHA2_11539,uk,2
HHA2_11540,uk,5
HHA2_11541,uk,2
HHA2_11542,uk,3
HHA2_11543,uk,2
HHA2_11545,uk,4
HHA2_11546,uk,2
HHA2_11547,uk,2
HHA2_11548,uk,1
HHA2_11549,uk,2
HHA2_11550,uk,3
HHA2_11551,uk,2
HHA2_11552,uk,1
HHA2_11553,uk,1
HHA2_11554,uk,2
HHA2_11555,uk,2
HHA2_11556,uk,2
HHA2_11557,uk,2
HHA2_11558,uk,4
HHA2_11559,uk,3
HHA2_11560,uk,3
HHA2_11563,uk,1
HHA2_11564,uk,3
HHA2_11566,uk,1
HHA2_11567,uk,3
HHA2_11568,uk,2
HHA2_11569,uk,2
HHA2_11570,uk,2
HHA2_11571,uk,1
HHA2_11572,uk,1
HHA2_11573,uk,1
HHA2_11575,uk,1
HHA2_11576,uk,1
HHA2_11577,uk,2
HHA2_11578,uk,4
HHA2_11579,uk,1
HHA2_11580,uk,3
HHA2_11581,uk,3
HHA2_11585,uk,3
HHA2_11586,uk,5
HHA2_11587,uk,2
HHA2_11588,uk,2
HHA2_11590,uk,6
HHA2_11592,uk,1
HHA2_11593,uk,2
HHA2_11597,uk,1
HHA2_11598,uk,2
HHA2_11599,uk,2
HHA2_11600,uk,10
HHA2_11601,uk,3
HHA2_11602,uk,1
HHA2_11603,uk,2
HHA2_11604,uk,4
HHA2_11605,uk,2
HHA2_11607,uk,2
HHA2_11611,uk,4
HHA2_11612,uk,3
HHA2_11613,uk,3
HHA2_11614,uk,2
HHA2_11616,uk,4
HHA2_11617,uk,1
HHA2_11618,uk,1
HHA2_11619,uk,2
HHA2_11620,uk,2
HHA2_11621,uk,1
HHA2_11622,uk,1
HHA2_11623,uk,3
HHA2_11624,uk,1
HHA2_11625,uk,1
HHA2_11626,uk,2
HHA2_11628,uk,2
HHA2_11629,uk,3
HHA2_11630,uk,4
HHA2_11631,uk,2
HHA2_11632,uk,2
HHA2_11634,uk,2
HHA2_11635,uk,2
HHA2_11636,uk,3
HHA2_11639,uk,4
HHA2_11640,uk,2
HHA2_11641,uk,3
HHA2_11642,uk,1
HHA2_11643,uk,2
HHA2_11644,uk,2
HHA2_11645,uk,3
HHA2_11647,uk,2
HHA2_11648,uk,2
HHA2_11649,uk,2
HHA2_11650,uk,4
HHA2_11651,uk,3
HHA2_11653,uk,4
HHA2_11654,uk,1
HHA2_11655,uk,3
HHA2_11656,uk,5
HHA2_11657,uk,5
HHA2_11658,uk,3
HHA2_11659,uk,2
HHA2_11660,uk,3
HHA2_11661,uk,1
HHA2_11662,uk,3
HHA2_11664,uk,4
HHA2_11665,uk,2
HHA2_11666,uk,3
HHA2_11667,uk,1
HHA2_11668,uk,1
HHA2_11669,uk,3
HHA2_11670,uk,3
HHA2_11671,uk,2
HHA2_11672,uk,1
HHA2_11673,uk,2
HHA2_11674,uk,1
HHA2_11675,uk,3
HHA2_11676,uk,3
HHA2_11678,uk,2
HHA2_11679,uk,2
HHA2_11685,uk,2
HHA2_11686,uk,2
HHA2_11687,uk,2
HHA2_11688,uk,4
HHA2_11689,uk,1
HHA2_11690,uk,4
HHA2_11691,uk,2
HHA2_11693,uk,5
HHA2_11694,uk,1
HHA2_11695,uk,5
HHA2_11696,uk,2
HHA2_11698,uk,2
HHA2_11700,uk,3
HHA2_11701,uk,2
HHA2_11702,uk,2
HHA2_11703,uk,4
HHA2_11704,uk,2
HHA2_11705,uk,5
HHA2_11706,uk,2
HHA2_11707,uk,3
HHA2_11708,uk,4
HHA2_11709,uk,3
HHA2_11710,uk,3
HHA2_11711,uk,6
HHA2_11712,uk,3
HHA2_11713,uk,1
HHA2_11715,uk,2
HHA2_11716,uk,4
HHA2_11717,uk,1
HHA2_11718,uk,4
HHA2_11719,uk,1
HHA2_11720,uk,2
HHA2_11721,uk,4
HHA2_11722,uk,2
HHA2_11723,uk,2
HHA2_11724,uk,1
HHA2_11726,uk,4
HHA2_11728,uk,4
HHA2_11729,uk,2
HHA2_11731,uk,5
HHA2_11732,uk,4
HHA2_11733,uk,2
HHA2_11734,uk,2
HHA2_11735,uk,2
HHA2_11738,uk,2
HHA2_11739,uk,1
HHA2_11740,uk,3
HHA2_11743,uk,1
HHA2_11744,uk,2
HHA2_11745,uk,3
HHA2_11746,uk,1
HHA2_11747,uk,1
HHA2_11748,uk,2
HHA2_11749,uk,2
HHA2_11750,uk,2
HHA2_11752,uk,4
HHA2_11754,uk,4
HHA2_11756,uk,4
HHA2_11758,uk,5
HHA2_11760,uk,2
HHA2_11761,uk,3
HHA2_11763,uk,5
HHA2_11765,uk,2
HHA2_11766,uk,6
HHA2_11767,uk,1
HHA2_11768,uk,3
HHA2_11769,uk,2
HHA2_11770,uk,2
HHA2_11771,uk,3
HHA2_11772,uk,1
HHA2_11773,uk,3
HHA2_11774,uk,4
HHA2_11775,uk,1
HHA2_11776,uk,2
HHA2_11778,uk,2
HHA2_11781,uk,3
HHA2_11782,uk,2
HHA2_11784,uk,4
HHA2_11786,uk,1
HHA2_11787,uk,2
HHA2_11788,uk,4
HHA2_11789,uk,2
HHA2_11790,uk,1
HHA2_11792,uk,2
HHA2_11793,uk,4
HHA2_11794,uk,4
HHA2_11796,uk,3
HHA2_11797,uk,4
HHA2_11798,uk,2
HHA2_11799,uk,2
HHA2_11801,uk,1
HHA2_11802,uk,4
HHA2_11808,uk,2
HHA2_11810,uk,3
HHA2_11812,uk,1
HHA2_11813,uk,5
HHA2_610704,uk,1
HHA2_610921,uk,3
HHA2_611297,uk,5
HHA2_611331,uk,3
HHA2_611633,uk,3
HHA2_611684,uk,2
HHA3_10001,uk,4
HHA3_10002,uk,2
HHA3_10003,uk,2
HHA3_10005,uk,2
HHA3_10007,uk,1
HHA3_10008,uk,2
HHA3_10009,uk,2
HHA3_10010,uk,2
HHA3_10011,uk,3
HHA3_10012,uk,1
HHA3_10013,uk,2
HHA3_10017,uk,3
HHA3_10018,uk,3
HHA3_10019,uk,2
HHA3_10020,uk,1
HHA3_10021,uk,1
HHA3_10022,uk,1
HHA3_10023,uk,4
HHA3_10024,uk,1
HHA3_10025,uk,1
HHA3_10027,uk,3
HHA3_10029,uk,5
HHA3_10030,uk,4
HHA3_10032,uk,3
HHA3_10033,uk,2
HHA3_10035,uk,3
HHA3_10036,uk,1
HHA3_10037,uk,2
HHA3_10038,uk,6
HHA3_10040,uk,4
HHA3_10041,uk,2
HHA3_10043,uk,1
HHA3_10048,uk,2
HHA3_10049,uk,2
HHA3_10051,uk,1
HHA3_10052,uk,3
HHA3_10053,uk,3
HHA3_10054,uk,2
HHA3_10055,uk,1
HHA3_10056,uk,3
HHA3_10058,uk,2
HHA3_10059,uk,3
HHA3_10061,uk,3
HHA3_10062,uk,5
HHA3_10063,uk,1
HHA3_10064,uk,2
HHA3_10065,uk,3
HHA3_10066,uk,3
HHA3_10067,uk,2
HHA3_10068,uk,2
HHA3_10070,uk,2
HHA3_10071,uk,2
HHA3_10074,uk,1
HHA3_10075,uk,1
HHA3_10077,uk,4
HHA3_10078,uk,2
HHA3_10079,uk,1
HHA3_10081,uk,2
HHA3_10082,uk,3
HHA3_10083,uk,1
HHA3_10084,uk,2
HHA3_10085,uk,2
HHA3_10086,uk,2
HHA3_10088,uk,1
HHA3_10089,uk,2
HHA3_10090,uk,1
HHA3_10091,uk,2
HHA3_10092,uk,1
HHA3_10093,uk,2
HHA3_10094,uk,1
HHA3_10095,uk,1
HHA3_10096,uk,3
HHA3_10098,uk,2
HHA3_10099,uk,2
HHA3_10100,uk,4
HHA3_10103,uk,3
HHA3_10104,uk,2
HHA3_10105,uk,2
HHA3_10106,uk,3
HHA3_10107,uk,1
HHA3_10108,uk,2
HHA3_10109,uk,1
HHA3_10111,uk,3
HHA3_10112,uk,4
HHA3_10115,uk,2
HHA3_10116,uk,1
HHA3_10117,uk,2
HHA3_10118,uk,2
HHA3_10119,uk,2
HHA3_10120,uk,2
HHA3_10121,uk,2
HHA3_10122,uk,3
HHA3_10123,uk,2
HHA3_10124,uk,2
HHA3_10125,uk,4
HHA3_10127,uk,1
HHA3_10128,uk,1
HHA3_10131,uk,2
HHA3_10134,uk,4
HHA3_10135,uk,1
HHA3_10136,uk,2
HHA3_10138,uk,2
HHA3_10140,uk,2
HHA3_10141,uk,1
HHA3_10142,uk,4
HHA3_10144,uk,2
HHA3_10145,uk,5
HHA3_10146,uk,1
HHA3_10147,uk,1
HHA3_10148,uk,5
HHA3_10149,uk,2
HHA3_10150,uk,1
HHA3_10151,uk,2
HHA3_10152,uk,2
HHA3_10153,uk,2
HHA3_10154,uk,1
HHA3_10155,uk,1
HHA3_10157,uk,2
HHA3_10158,uk,1
HHA3_10159,uk,1
HHA3_10160,uk,4
HHA3_10161,uk,1
HHA3_10163,uk,3
HHA3_10164,uk,2
HHA3_10165,uk,1
HHA3_10166,uk,2
HHA3_10167,uk,5
HHA3_10168,uk,2
HHA3_10169,uk,1
HHA3_10170,uk,2
HHA3_10171,uk,3
HHA3_10172,uk,1
HHA3_10173,uk,2
HHA3_10174,uk,6
HHA3_10175,uk,2
HHA3_10176,uk,2
HHA3_10177,uk,2
HHA3_10179,uk,1
HHA3_10180,uk,4
HHA3_10181,uk,2
HHA3_10182,uk,2
HHA3_10183,uk,3
HHA3_10186,uk,1
HHA3_10187,uk,4
HHA3_10188,uk,4
HHA3_10190,uk,5
HHA3_10191,uk,1
HHA3_10192,uk,4
HHA3_10193,uk,1
HHA3_10194,uk,2
HHA3_10195,uk,3
HHA3_10196,uk,3
HHA3_10197,uk,4
HHA3_10198,uk,4
HHA3_10199,uk,1
HHA3_10200,uk,1
HHA3_10201,uk,2
HHA3_10202,uk,2
HHA3_10203,uk,1
HHA3_10206,uk,5
HHA3_10207,uk,4
HHA3_10209,uk,2
HHA3_10210,uk,1
HHA3_10212,uk,4
HHA3_10214,uk,1
HHA3_10216,uk,3
HHA3_10217,uk,1
HHA3_10218,uk,3
HHA3_10219,uk,4
HHA3_10220,uk,3
HHA3_10221,uk,5
HHA3_10222,uk,1
HHA3_10223,uk,2
HHA3_10224,uk,1
HHA3_10225,uk,3
HHA3_10226,uk,1
HHA3_10227,uk,2
HHA3_10228,uk,1
HHA3_10230,uk,2
HHA3_10231,uk,4
HHA3_10232,uk,2
HHA3_10234,uk,2
HHA3_10236,uk,2
HHA3_10238,uk,3
HHA3_10239,uk,2
HHA3_10240,uk,1
HHA3_10241,uk,1
HHA3_10243,uk,2
HHA3_10244,uk,2
HHA3_10246,uk,4
HHA3_10248,uk,2
HHA3_10249,uk,4
HHA3_10251,uk,2
HHA3_10252,uk,3
HHA3_10254,uk,2
HHA3_10257,uk,2
HHA3_10259,uk,4
HHA3_10260,uk,4
HHA3_10261,uk,3
HHA3_10262,uk,2
HHA3_10264,uk,1
HHA3_10265,uk,1
HHA3_10266,uk,2
HHA3_10267,uk,1
HHA3_10268,uk,4
HHA3_10269,uk,2
HHA3_10270,uk,1
HHA3_10271,uk,3
HHA3_10272,uk,1
HHA3_10273,uk,2
HHA3_10275,uk,4
HHA3_10276,uk,2
HHA3_10277,uk,4
HHA3_10279,uk,3
HHA3_10280,uk,2
HHA3_10281,uk,1
HHA3_10284,uk,2
HHA3_10285,uk,3
HHA3_10286,uk,4
HHA3_10287,uk,3
HHA3_10291,uk,3
HHA3_10293,uk,4
HHA3_10294,uk,2
HHA3_10295,uk,2
HHA3_10296,uk,1
HHA3_10297,uk,2
HHA3_10298,uk,1
HHA3_10299,uk,2
HHA3_10300,uk,4
HHA3_10301,uk,4
HHA3_10302,uk,5
HHA3_10303,uk,3
HHA3_10304,uk,5
HHA3_10306,uk,2
HHA3_10307,uk,1
HHA3_10309,uk,2
HHA3_10310,uk,3
HHA3_10311,uk,2
HHA3_10312,uk,4
HHA3_10313,uk,2
HHA3_10314,uk,2
HHA3_10315,uk,1
HHA3_10316,uk,3
HHA3_10317,uk,2
HHA3_10318,uk,4
HHA3_10320,uk,4
HHA3_10321,uk,1
HHA3_10322,uk,2
HHA3_10324,uk,1
HHA3_10325,uk,2
HHA3_10327,uk,1
HHA3_10328,uk,1
HHA3_10329,uk,3
HHA3_10330,uk,3
HHA3_10331,uk,4
HHA3_10332,uk,2
HHA3_10334,uk,1
HHA3_10336,uk,4
HHA3_10338,uk,2
HHA3_10339,uk,3
HHA3_10340,uk,4
HHA3_10341,uk,3
HHA3_10342,uk,2
HHA3_10343,uk,2
HHA3_10344,uk,3
HHA3_10345,uk,2
HHA3_10346,uk,2
HHA3_10347,uk,5
HHA3_10348,uk,1
HHA3_10350,uk,3
HHA3_10351,uk,2
HHA3_10352,uk,2
HHA3_10354,uk,2
HHA3_10355,uk,5
HHA3_10356,uk,3
HHA3_10357,uk,4
HHA3_10360,uk,3
HHA3_10361,uk,1
HHA3_10362,uk,1
HHA3_10364,uk,1
HHA3_10365,uk,5
HHA3_10366,uk,6
HHA3_10367,uk,3
HHA3_10369,uk,2
HHA3_10370,uk,4
HHA3_10371,uk,3
HHA3_10372,uk,3
HHA3_10374,uk,1
HHA3_10375,uk,3
HHA3_10376,uk,1
HHA3_10377,uk,1
HHA3_10382,uk,3
HHA3_10383,uk,4
HHA3_10384,uk,2
HHA3_10386,uk,2
HHA3_10387,uk,3
HHA3_10393,uk,3
HHA3_10394,uk,2
HHA3_10396,uk,1
HHA3_10398,uk,4
HHA3_10400,uk,2
HHA3_10401,uk,2
HHA3_10404,uk,3
HHA3_10405,uk,3
HHA3_10407,uk,2
HHA3_10409,uk,2
HHA3_10410,uk,7
HHA3_10412,uk,4
HHA3_10414,uk,2
HHA3_10416,uk,1
HHA3_10418,uk,1
HHA3_10420,uk,3
HHA3_10422,uk,2
HHA3_10423,uk,2
HHA3_10424,uk,2
HHA3_10425,uk,1
HHA3_10426,uk,3
HHA3_10428,uk,2
HHA3_10429,uk,2
HHA3_10430,uk,2
HHA3_10431,uk,5
HHA3_10432,uk,3
HHA3_10436,uk,2
HHA3_10437,uk,5
HHA3_10439,uk,4
HHA3_10440,uk,2
HHA3_10441,uk,2
HHA3_10444,uk,2
HHA3_10445,uk,1
HHA3_10446,uk,2
HHA3_10447,uk,4
HHA3_10448,uk,4
HHA3_10449,uk,2
HHA3_10451,uk,3
HHA3_10452,uk,2
HHA3_10453,uk,1
HHA3_10457,uk,4
HHA3_10458,uk,1
HHA3_10459,uk,1
HHA3_10461,uk,4
HHA3_10462,uk,4
HHA3_10463,uk,3
HHA3_10465,uk,3
HHA3_10466,uk,3
HHA3_10468,uk,2
HHA3_10469,uk,1
HHA3_10471,uk,1
HHA3_10472,uk,4
HHA3_10473,uk,3
HHA3_10474,uk,2
HHA3_10475,uk,1
HHA3_10477,uk,2
HHA3_10480,uk,2
HHA3_10481,uk,3
HHA3_10482,uk,4
HHA3_10483,uk,4
HHA3_10484,uk,1
HHA3_10485,uk,7
HHA3_10486,uk,5
HHA3_10488,uk,3
HHA3_10489,uk,2
HHA3_10490,uk,2
HHA3_10491,uk,3
HHA3_10492,uk,2
HHA3_10493,uk,2
HHA3_10495,uk,2
HHA3_10496,uk,2
HHA3_10500,uk,2
HHA3_10504,uk,3
HHA3_10506,uk,3
HHA3_10507,uk,3
HHA3_10508,uk,4
HHA3_10509,uk,2
HHA3_10510,uk,2
HHA3_10513,uk,3
HHA3_10516,uk,3
HHA3_10519,uk,1
HHA3_10520,uk,2
HHA3_10521,uk,4
HHA3_10522,uk,2
HHA3_10524,uk,2
HHA3_10525,uk,3
HHA3_10526,uk,5
HHA3_10527,uk,3
HHA3_10530,uk,3
HHA3_10532,uk,2
HHA3_10533,uk,4
HHA3_10534,uk,2
HHA3_10535,uk,3
HHA3_10537,uk,1
HHA3_10539,uk,2
HHA3_10543,uk,2
HHA3_10544,uk,3
HHA3_10545,uk,3
HHA3_10548,uk,2
HHA3_10549,uk,4
HHA3_10550,uk,2
HHA3_10551,uk,4
HHA3_10552,uk,4
HHA3_10554,uk,4
HHA3_10555,uk,4
HHA3_10556,uk,3
HHA3_10557,uk,2
HHA3_10558,uk,4
HHA3_10559,uk,5
HHA3_10562,uk,2
HHA3_10563,uk,6
HHA3_10564,uk,6
HHA3_10565,uk,5
HHA3_10566,uk,4
HHA3_10567,uk,2
HHA3_10569,uk,1
HHA3_10570,uk,2
HHA3_10571,uk,3
HHA3_10572,uk,2
HHA3_10575,uk,8
HHA3_10576,uk,4
HHA3_10578,uk,2
HHA3_10579,uk,4
HHA3_10580,uk,3
HHA3_10582,uk,2
HHA3_10583,uk,1
HHA3_10584,uk,2
HHA3_10586,uk,2
HHA3_10587,uk,2
HHA3_10588,uk,4
HHA3_10593,uk,5
HHA3_10596,uk,2
HHA3_10597,uk,3
HHA3_10599,uk,2
HHA3_10601,uk,3
HHA3_10603,uk,5
HHA3_10604,uk,2
HHA3_10606,uk,5
HHA3_10607,uk,1
HHA3_10614,uk,1
HHA3_10615,uk,3
HHA3_10616,uk,4
HHA3_10617,uk,1
HHA3_10618,uk,1
HHA3_10620,uk,1
HHA3_10623,uk,2
HHA3_10624,uk,3
HHA3_10629,uk,4
HHA3_10637,uk,1
HHA3_10639,uk,2
HHA3_10640,uk,2
HHA3_10641,uk,2
HHA3_10644,uk,3
HHA3_10648,uk,2
HHA3_10650,uk,3
HHA3_10654,uk,4
HHA3_10659,uk,4
HHA3_10661,uk,2
HHA3_10662,uk,4
HHA3_10664,uk,1
HHA3_10668,uk,1
HHA3_10669,uk,1
HHA3_10671,uk,2
HHA3_10672,uk,4
HHA3_10676,uk,2
HHA3_10678,uk,6
HHA3_10679,uk,2
HHA3_10680,uk,2
HHA3_10681,uk,3
HHA3_10682,uk,2
HHA3_10683,uk,1
HHA3_10684,uk,3
HHA3_10688,uk,2
HHA3_10689,uk,1
HHA3_10690,uk,5
HHA3_10691,uk,2
HHA3_10693,uk,3
HHA3_10696,uk,1
HHA3_10697,uk,6
HHA3_10698,uk,3
HHA3_10700,uk,2
HHA3_10701,uk,4
HHA3_10702,uk,2
HHA3_10704,uk,1
HHA3_10706,uk,2
HHA3_10707,uk,2
HHA3_10708,uk,2
HHA3_10709,uk,1
HHA3_10711,uk,2
HHA3_10712,uk,2
HHA3_10713,uk,2
HHA3_10714,uk,4
HHA3_10715,uk,2
HHA3_10716,uk,2
HHA3_10717,uk,2
HHA3_10718,uk,2
HHA3_10720,uk,6
HHA3_10721,uk,5
HHA3_10722,uk,2
HHA3_10727,uk,2
HHA3_10728,uk,4
HHA3_10730,uk,4
HHA3_10732,uk,1
HHA3_10733,uk,3
HHA3_10736,uk,1
HHA3_10737,uk,2
HHA3_10739,uk,2
HHA3_10740,uk,2
HHA3_10742,uk,3
HHA3_10744,uk,2
HHA3_10745,uk,2
HHA3_10746,uk,1
HHA3_10747,uk,1
HHA3_10748,uk,3
HHA3_10749,uk,1
HHA3_10750,uk,3
HHA3_10751,uk,4
HHA3_10753,uk,2
HHA3_10754,uk,3
HHA3_10757,uk,2
HHA3_10761,uk,2
HHA3_10762,uk,2
HHA3_10763,uk,2
HHA3_10764,uk,2
HHA3_10765,uk,3
HHA3_10766,uk,3
HHA3_10767,uk,2
HHA3_10773,uk,7
HHA3_10774,uk,3
HHA3_10775,uk,2
HHA3_10777,uk,2
HHA3_10778,uk,2
HHA3_10779,uk,3
HHA3_10781,uk,2
HHA3_10784,uk,2
HHA3_10787,uk,1
HHA3_10789,uk,2
HHA3_10791,uk,5
HHA3_10792,uk,3
HHA3_10795,uk,5
