"part_id","hh_id","part_age","part_gender"
"A6_10290","HHA6_10290","66","F"
"A6_10291","HHA6_10291","67","M"
"A6_10292","HHA6_10292","70","F"
"A6_10293","HHA6_10293","51","M"
"A6_10294","HHA6_10294","37","F"
"A6_10295","HHA6_10295","46","F"
"A6_10296","HHA6_10296","44","M"
"A6_10297","HHA6_10297","43","M"
"A6_10298","HHA6_10298","53","M"
"A6_10300","HHA6_10300","37","F"
"A6_10301","HHA6_10301","53","M"
"A6_10302","HHA6_10302","32","M"
"A6_10303","HHA6_10303","51","M"
"A6_10306","HHA6_10306","27","F"
"A6_10307","HHA6_10307","51","F"
"A6_10308","HHA6_10308","48","M"
"A6_10309","HHA6_10309","36","F"
"A6_10310","HHA6_10310","30","F"
"A6_10311","HHA6_10311","62","M"
"A6_10312","HHA6_10312","27","M"
"A6_10313","HHA6_10313","32","M"
"A6_10314","HHA6_10314","43","M"
"A6_10315","HHA6_10315","64","M"
"A6_10316","HHA6_10316","40","F"
"A6_10317","HHA6_10317","43","M"
"A6_10318","HHA6_10318","45","M"
"A6_10319","HHA6_10319","65","M"
"A6_10320","HHA6_10320","49","M"
"A6_10321","HHA6_10321","39","F"
"A6_10322","HHA6_10322","32","F"
"A6_10324","HHA6_10324","53","M"
"A6_10325","HHA6_10325","49","M"
"A6_10326","HHA6_10326","27","F"
"A6_10327","HHA6_10327","33","F"
"A6_10328","HHA6_10328","62","M"
"A6_10330","HHA6_10330","65","F"
"A6_10331","HHA6_10331","69","M"
"A6_10332","HHA6_10332","64","M"
"A6_10333","HHA6_10333","57","F"
"A6_10334","HHA6_10334","48","M"
"A6_10335","HHA6_10335","39","F"
"A6_10336","HHA6_10336","36","F"
"A6_10337","HHA6_10337","45","M"
"A6_10338","HHA6_10338","52","M"
"A6_10339","HHA6_10339","30","F"
"A6_10340","HHA6_10340","43","F"
"A6_10345","HHA6_10345","32","F"
"A6_10346","HHA6_10346","38","F"
"A6_10347","HHA6_10347","48","F"
"A6_10348","HHA6_10348","59","M"
"A6_10351","HHA6_10351","26","F"
"A6_10352","HHA6_10352","65","F"
"A6_10353","HHA6_10353","66","M"
"A6_10354","HHA6_10354","35","M"
"A6_10355","HHA6_10355","55","F"
"A6_10356","HHA6_10356","61","F"
"A6_10357","HHA6_10357","37","F"
"A6_10360","HHA6_10360","40","F"
"A6_10361","HHA6_10361","60","M"
"A6_10362","HHA6_10362","40","M"
"A6_10363","HHA6_10363","23","M"
"A6_10364","HHA6_10364","39","M"
"A6_10365","HHA6_10365","25","F"
"A6_10366","HHA6_10366","42","M"
"A6_10367","HHA6_10367","38","M"
"A6_10369","HHA6_10369","62","M"
"A6_10370","HHA6_10370","63","M"
"A6_10371","HHA6_10371","52","F"
"A6_10372","HHA6_10372","33","M"
"A6_10373","HHA6_10373","73","M"
"A6_10374","HHA6_10374","44","M"
"A6_10375","HHA6_10375","70","M"
"A6_10376","HHA6_10376","51","F"
"A6_10377","HHA6_10377","38","M"
"A6_10379","HHA6_10379","76","M"
"A6_10380","HHA6_10380","59","M"
"A6_10381","HHA6_10381","31","M"
"A6_10382","HHA6_10382","43","M"
"A6_10383","HHA6_10383","23","M"
"A6_10384","HHA6_10384","67","M"
"A6_10385","HHA6_10385","47","M"
"A6_10386","HHA6_10386","28","M"
"A6_10387","HHA6_10387","43","F"
"A6_10393","HHA6_10393","45","F"
"A6_10394","HHA6_10394","32","M"
"A6_10396","HHA6_10396","61","M"
"A6_10398","HHA6_10398","29","F"
"A6_10400","HHA6_10400","69","F"
"A6_10401","HHA6_10401","28","F"
"A6_10403","HHA6_10403","34","M"
"A6_10405","HHA6_10405","37","M"
"A6_10406","HHA6_10406","71","M"
"A6_10407","HHA6_10407","61","M"
"A6_10409","HHA6_10409","39","F"
"A6_10410","HHA6_10410","34","F"
"A6_10411","HHA6_10411","73","F"
"A6_10412","HHA6_10412","27","F"
"A6_10413","HHA6_10413","47","M"
"A6_10414","HHA6_10414","48","M"
"A6_10415","HHA6_10415","54","M"
"A6_10416","HHA6_10416","50","F"
"A6_10418","HHA6_10418","58","M"
"A6_10420","HHA6_10420","22","F"
"A6_10422","HHA6_10422","41","F"
"A6_10423","HHA6_10423","53","F"
"A6_10424","HHA6_10424","51","F"
"A6_10425","HHA6_10425","60","F"
"A6_10426","HHA6_10426","30","M"
"A6_10428","HHA6_10428","44","M"
"A6_10429","HHA6_10429","68","F"
"A6_10430","HHA6_10430","59","M"
"A6_10431","HHA6_10431","60","M"
"A6_10432","HHA6_10432","25","M"
"A6_10433","HHA6_10433","42","M"
"A6_10434","HHA6_10434","62","M"
"A6_10436","HHA6_10436","31","F"
"A6_10437","HHA6_10437","52","M"
"A6_10438","HHA6_10438","44","M"
"A6_10439","HHA6_10439","51","M"
"A6_10441","HHA6_10441","61","M"
"A6_10444","HHA6_10444","39","F"
"A6_10445","HHA6_10445","35","M"
"A6_10446","HHA6_10446","64","M"
"A6_10447","HHA6_10447","44","F"
"A6_10449","HHA6_10449","42","F"
"A6_10450","HHA6_10450","24","M"
"A6_10452","HHA6_10452","51","M"
"A6_10453","HHA6_10453","43","M"
"A6_10455","HHA6_10455","36","F"
"A6_10457","HHA6_10457","29","M"
"A6_10458","HHA6_10458","37","F"
"A6_10459","HHA6_10459","42","M"
"A6_10462","HHA6_10462","30","F"
"A6_10463","HHA6_10463","27","M"
"A6_10464","HHA6_10464","67","M"
"A6_10465","HHA6_10465","37","M"
"A6_10466","HHA6_10466","48","F"
"A6_10467","HHA6_10467","31","M"
"A6_10468","HHA6_10468","42","M"
"A6_10469","HHA6_10469","67","F"
"A6_10470","HHA6_10470","52","M"
"A6_10471","HHA6_10471","28","F"
"A6_10472","HHA6_10472","34","M"
"A6_10473","HHA6_10473","31","M"
"A6_10474","HHA6_10474","63","F"
"A6_10475","HHA6_10475","45","F"
"A6_10477","HHA6_10477","54","M"
"A6_10480","HHA6_10480","54","M"
"A6_10481","HHA6_10481","28","M"
"A6_10482","HHA6_10482","21","F"
"A6_10483","HHA6_10483","62","F"
"A6_10484","HHA6_10484","45","M"
"A6_10486","HHA6_10486","63","M"
"A6_10489","HHA6_10489","70","M"
"A6_10490","HHA6_10490","64","F"
"A6_10491","HHA6_10491","30","F"
"A6_10492","HHA6_10492","33","M"
"A6_10493","HHA6_10493","56","F"
"A6_10494","HHA6_10494","24","M"
"A6_10495","HHA6_10495","30","M"
"A6_10496","HHA6_10496","59","F"
"A6_10497","HHA6_10497","30","M"
"A6_10499","HHA6_10499","35","M"
"A6_10500","HHA6_10500","36","M"
"A6_10503","HHA6_10503","37","F"
"A6_10504","HHA6_10504","34","F"
"A6_10506","HHA6_10506","51","M"
"A6_10507","HHA6_10507","62","M"
"A6_10508","HHA6_10508","47","F"
"A6_10509","HHA6_10509","29","M"
"A6_10510","HHA6_10510","30","M"
"A6_10515","HHA6_10515","29","F"
"A6_10516","HHA6_10516","48","M"
"A6_10517","HHA6_10517","47","F"
"A6_10519","HHA6_10519","50","M"
"A6_10520","HHA6_10520","57","M"
"A6_10521","HHA6_10521","46","M"
"A6_10522","HHA6_10522","19","M"
"A6_10523","HHA6_10523","35","M"
"A6_10524","HHA6_10524","32","M"
"A6_10525","HHA6_10525","41","F"
"A6_10527","HHA6_10527","50","M"
"A6_10529","HHA6_10529","52","F"
"A6_10530","HHA6_10530","62","M"
"A6_10531","HHA6_10531","56","M"
"A6_10533","HHA6_10533","40","F"
"A6_10534","HHA6_10534","40","F"
"A6_10537","HHA6_10537","52","M"
"A6_10538","HHA6_10538","30",NA
"A6_10539","HHA6_10539","49","F"
"A6_10540","HHA6_10540","33","M"
"A6_10542","HHA6_10542","53","M"
"A6_10545","HHA6_10545","48","F"
"A6_10547","HHA6_10547","47","F"
"A6_10548","HHA6_10548","54","M"
"A6_10549","HHA6_10549","51","F"
"A6_10550","HHA6_10550","64","M"
"A6_10553","HHA6_10553","46","F"
"A6_10555","HHA6_10555","20","M"
"A6_10559","HHA6_10559","35","M"
"A6_10562","HHA6_10562","57","F"
"A6_10563","HHA6_10563","59","M"
"A6_10564","HHA6_10564","34","M"
"A6_10566","HHA6_10566","44","M"
"A6_10567","HHA6_10567","35","F"
"A6_10570","HHA6_10570","59","F"
"A6_10575","HHA6_10575","45","F"
"A6_10576","HHA6_10576","36","M"
"A6_10577","HHA6_10577","40","F"
"A6_10578","HHA6_10578","22","M"
"A6_10579","HHA6_10579","29","F"
"A6_10580","HHA6_10580","26","F"
"A6_10582","HHA6_10582","65","M"
"A6_10583","HHA6_10583","54","M"
"A6_10584","HHA6_10584","44","M"
"A6_10586","HHA6_10586","38","F"
"A6_10587","HHA6_10587","62","M"
"A6_10588","HHA6_10588","31","M"
"A6_10589","HHA6_10589","33","F"
"A6_10596","HHA6_10596","34","F"
"A6_10599","HHA6_10599","66","M"
"A6_10603","HHA6_10603","21","M"
"A6_10604","HHA6_10604","33","F"
"A6_10605","HHA6_10605","49","F"
"A6_10606","HHA6_10606","18","M"
"A6_10607","HHA6_10607","37","F"
"A6_10608","HHA6_10608","31","M"
"A6_10609","HHA6_10609","24","M"
"A6_10610","HHA6_10610","73","F"
"A6_10612","HHA6_10612","60","M"
"A6_10615","HHA6_10615","26","F"
"A6_10618","HHA6_10618","63","M"
"A6_10619","HHA6_10619","58","M"
"A6_10620","HHA6_10620","42","F"
"A6_10622","HHA6_10622","67","F"
"A6_10623","HHA6_10623","35","F"
"A6_10624","HHA6_10624","50","F"
"A6_10625","HHA6_10625","19","M"
"A6_10629","HHA6_10629","22","F"
"A6_10632","HHA6_10632","47","M"
"A6_10637","HHA6_10637","38","M"
"A6_10639","HHA6_10639","26","M"
"A6_10640","HHA6_10640","34","F"
"A6_10641","HHA6_10641","74","M"
"A6_10644","HHA6_10644","27","M"
"A6_10646","HHA6_10646","35","M"
"A6_10649","HHA6_10649","30","M"
"A6_10658","HHA6_10658","31","M"
"A6_10664","HHA6_10664","33","M"
"A6_10668","HHA6_10668","19","M"
"A6_10672","HHA6_10672","30","M"
"A6_10676","HHA6_10676","72","M"
"A6_10679","HHA6_10679","68","M"
"A6_10680","HHA6_10680","64","M"
"A6_10681","HHA6_10681","59","F"
"A6_10682","HHA6_10682","49","F"
"A6_10683","HHA6_10683","77","F"
"A6_10684","HHA6_10684","66","M"
"A6_10688","HHA6_10688","84","F"
"A6_10689","HHA6_10689","70","M"
"A6_10690","HHA6_10690","50","M"
"A6_10691","HHA6_10691","71","F"
"A6_10692","HHA6_10692","61","F"
"A6_10693","HHA6_10693","51","M"
"A6_10694","HHA6_10694","59","M"
"A6_10696","HHA6_10696","61","M"
"A6_10697","HHA6_10697","54","M"
"A6_10698","HHA6_10698","35","F"
"A6_10700","HHA6_10700","61","F"
"A6_10701","HHA6_10701","71","F"
"A6_10703","HHA6_10703","54","F"
"A6_10704","HHA6_10704","33","F"
"A6_10705","HHA6_10705","53","M"
"A6_10707","HHA6_10707","37","F"
"A6_10708","HHA6_10708","55","M"
"A6_10709","HHA6_10709","34","F"
"A6_10710","HHA6_10710","35","F"
"A6_10711","HHA6_10711","66","M"
"A6_10712","HHA6_10712","71","M"
"A6_10714","HHA6_10714","65","F"
"A6_10715","HHA6_10715","62","F"
"A6_10716","HHA6_10716","77","M"
"A6_10717","HHA6_10717","65","F"
"A6_10718","HHA6_10718","57","M"
"A6_10719","HHA6_10719","44","M"
"A6_10720","HHA6_10720","55","F"
"A6_10721","HHA6_10721","55","F"
"A6_10722","HHA6_10722","52","F"
"A6_10723","HHA6_10723","34",NA
"A6_10724","HHA6_10724","41","F"
"A6_10726","HHA6_10726","67","M"
"A6_10727","HHA6_10727","70","F"
"A6_10728","HHA6_10728","35","M"
"A6_10729","HHA6_10729","66","M"
"A6_10730","HHA6_10730","30","M"
"A6_10732","HHA6_10732","48","F"
"A6_10733","HHA6_10733","65","M"
"A6_10734","HHA6_10734","28","F"
"A6_10736","HHA6_10736","38","F"
"A6_10737","HHA6_10737","66","M"
"A6_10738","HHA6_10738","60","F"
"A6_10739","HHA6_10739","50","M"
"A6_10740","HHA6_10740","64","M"
"A6_10741","HHA6_10741","68","F"
"A6_10742","HHA6_10742","54","F"
"A6_10744","HHA6_10744","58","M"
"A6_10745","HHA6_10745","52","M"
"A6_10746","HHA6_10746","50","M"
"A6_10747","HHA6_10747","70","F"
"A6_10748","HHA6_10748","63","M"
"A6_10749","HHA6_10749","73","F"
"A6_10750","HHA6_10750","50","F"
"A6_10751","HHA6_10751","42","F"
"A6_10753","HHA6_10753","51","M"
"A6_10754","HHA6_10754","48","F"
"A6_10756","HHA6_10756","55","F"
"A6_10757","HHA6_10757","69","F"
"A6_10758","HHA6_10758","71","M"
"A6_10761","HHA6_10761","60","F"
"A6_10762","HHA6_10762","56","F"
"A6_10763","HHA6_10763","50","F"
"A6_10764","HHA6_10764","71","M"
"A6_10765","HHA6_10765","68","F"
"A6_10766","HHA6_10766","48","M"
"A6_10767","HHA6_10767","67","M"
"A6_10768","HHA6_10768","34","F"
"A6_10770","HHA6_10770","61","F"
"A6_10771","HHA6_10771","62","M"
"A6_10772","HHA6_10772","40","F"
"A6_10774","HHA6_10774","50","F"
"A6_10775","HHA6_10775","74","F"
"A6_10776","HHA6_10776","43","M"
"A6_10777","HHA6_10777","61","M"
"A6_10778","HHA6_10778","44","F"
"A6_10779","HHA6_10779","42","M"
"A6_10780","HHA6_10780","22","F"
"A6_10781","HHA6_10781","74","F"
"A6_10782","HHA6_10782","53","M"
"A6_10783","HHA6_10783","58","M"
"A6_10784","HHA6_10784","65","M"
"A6_10785","HHA6_10785","50","M"
"A6_10786","HHA6_10786","58","F"
"A6_10787","HHA6_10787","32","M"
"A6_10788","HHA6_10788","51","F"
"A6_10789","HHA6_10789","75","M"
"A6_10790","HHA6_10790","33","F"
"A6_10791","HHA6_10791","54","M"
"A6_10792","HHA6_10792","65","F"
"A6_10794","HHA6_10794","34","F"
"A6_10795","HHA6_10795","47","M"
"A6_10796","HHA6_10796","60","M"
"A6_10798","HHA6_10798","41","F"
"A6_10799","HHA6_10799","28","F"
"A6_10800","HHA6_10800","34","M"
"A6_10801","HHA6_10801","66","M"
"A6_10802","HHA6_10802","33","M"
"A6_10804","HHA6_10804","43","M"
"A6_10806","HHA6_10806","48","F"
"A6_10808","HHA6_10808","70","M"
"A6_10809","HHA6_10809","65","F"
"A6_10810","HHA6_10810","66","M"
"A6_10811","HHA6_10811","68","M"
"A6_10813","HHA6_10813","36","M"
"A6_10816","HHA6_10816","40","M"
"A6_10818","HHA6_10818","28","M"
"A6_10819","HHA6_10819","33","M"
"A6_10820","HHA6_10820","67","M"
"A6_10821","HHA6_10821","38","F"
"A6_10822","HHA6_10822","51","M"
"A6_10823","HHA6_10823","38","F"
"A6_10824","HHA6_10824","60","F"
"A6_10825","HHA6_10825","52","F"
"A6_10826","HHA6_10826","54","M"
"A6_10829","HHA6_10829","66","M"
"A6_10831","HHA6_10831","52","M"
"A6_10832","HHA6_10832","62","F"
"A6_10833","HHA6_10833","61","F"
"A6_10834","HHA6_10834","52","M"
"A6_10835","HHA6_10835","66","F"
"A6_10836","HHA6_10836","68","M"
"A6_10838","HHA6_10838","46","M"
"A6_10839","HHA6_10839","52","M"
"A6_10840","HHA6_10840","42","M"
"A6_10841","HHA6_10841","35","M"
"A6_10842","HHA6_10842","67","M"
"A6_10843","HHA6_10843","47","F"
"A6_10844","HHA6_10844","62","M"
"A6_10845","HHA6_10845","50","M"
"A6_10846","HHA6_10846","22","F"
"A6_10850","HHA6_10850","64","M"
"A6_10852","HHA6_10852","34","F"
"A6_10853","HHA6_10853","22","F"
"A6_10854","HHA6_10854","33","F"
"A6_10855","HHA6_10855","65","M"
"A6_10856","HHA6_10856","68","M"
"A6_10859","HHA6_10859","51","M"
"A6_10860","HHA6_10860","64","F"
"A6_10862","HHA6_10862","38","M"
"A6_10863","HHA6_10863","47","M"
"A6_10866","HHA6_10866","65","M"
"A6_10868","HHA6_10868","50","M"
"A6_10870","HHA6_10870","56","M"
"A6_10871","HHA6_10871","49","M"
"A6_10872","HHA6_10872","28","F"
"A6_10873","HHA6_10873","50","F"
"A6_10875","HHA6_10875","26","F"
"A6_10876","HHA6_10876","34","F"
"A6_10879","HHA6_10879","36","M"
"A6_10880","HHA6_10880","70","M"
"A6_10881","HHA6_10881","66","M"
"A6_10882","HHA6_10882","36","M"
"A6_10883","HHA6_10883","57","M"
"A6_10884","HHA6_10884","36","F"
"A6_10885","HHA6_10885","36","M"
"A6_10886","HHA6_10886","54","F"
"A6_10887","HHA6_10887","64","F"
"A6_10888","HHA6_10888","27","F"
"A6_10889","HHA6_10889","49","M"
"A6_10890","HHA6_10890","68","M"
"A6_10891","HHA6_10891","57","F"
"A6_10892","HHA6_10892","21","F"
"A6_10894","HHA6_10894","40","M"
"A6_10895","HHA6_10895","38","M"
"A6_10896","HHA6_10896","34","M"
"A6_10897","HHA6_10897","38","F"
"A6_10901","HHA6_10901","34","M"
"A6_10902","HHA6_10902","29","M"
"A6_10904","HHA6_10904","22","F"
"A6_10906","HHA6_10906","59","F"
"A6_10907","HHA6_10907","55","M"
"A6_10908","HHA6_10908","31","F"
"A6_10910","HHA6_10910","47","F"
"A6_10911","HHA6_10911","24","F"
"A6_10913","HHA6_10913","31","M"
"A6_10914","HHA6_10914","38","M"
"A6_10915","HHA6_10915","36","F"
"A6_10916","HHA6_10916","54","M"
"A6_10917","HHA6_10917","40","M"
"A6_10918","HHA6_10918","64","F"
"A6_10919","HHA6_10919","47","M"
"A6_10920","HHA6_10920","47","M"
"A6_10922","HHA6_10922","61","M"
"A6_10923","HHA6_10923","45","F"
"A6_10925","HHA6_10925","75","M"
"A6_10926","HHA6_10926","76","M"
"A6_10928","HHA6_10928","52","M"
"A6_10929","HHA6_10929","57","M"
"A6_10931","HHA6_10931","52","M"
"A6_10932","HHA6_10932","61","M"
"A6_10933","HHA6_10933","52","M"
"A6_10934","HHA6_10934","37","F"
"A6_10935","HHA6_10935","81","F"
"A6_10936","HHA6_10936","71","M"
"A6_10937","HHA6_10937","60","M"
"A6_10938","HHA6_10938","53","F"
"A6_10939","HHA6_10939","66","F"
"A6_10940","HHA6_10940","34","F"
"A6_10944","HHA6_10944","24","F"
"A6_10946","HHA6_10946","41","M"
"A6_10947","HHA6_10947","36","M"
"A6_10948","HHA6_10948","31","M"
"A6_10949","HHA6_10949","20","F"
"A6_10950","HHA6_10950","47","F"
"A6_10952","HHA6_10952","49","F"
"A6_10953","HHA6_10953","64","M"
"A6_10957","HHA6_10957","34","M"
"A6_10958","HHA6_10958","36","F"
"A6_10959","HHA6_10959","65","F"
"A6_10960","HHA6_10960","25","F"
"A6_10961","HHA6_10961","33","M"
"A6_10962","HHA6_10962","33","F"
"A6_10964","HHA6_10964","42","M"
"A6_10965","HHA6_10965","65","F"
"A6_10966","HHA6_10966","33","F"
"A6_10970","HHA6_10970","55","M"
"A6_10972","HHA6_10972","41","M"
"A6_10974","HHA6_10974","22","F"
"A6_10976","HHA6_10976","68","M"
"A6_10977","HHA6_10977","32","M"
"A6_10978","HHA6_10978","33","M"
"A6_10979","HHA6_10979","23","F"
"A6_10980","HHA6_10980","49","M"
"A6_10984","HHA6_10984","41","M"
"A6_10986","HHA6_10986","18","M"
"A6_10987","HHA6_10987","31","F"
"A6_10988","HHA6_10988","32","M"
"A6_10991","HHA6_10991","34","M"
"A6_10992","HHA6_10992","34","M"
"A6_10993","HHA6_10993","28","F"
"A6_10995","HHA6_10995","68","M"
"A6_10997","HHA6_10997","55","F"
"A6_10998","HHA6_10998","42","F"
"A6_10999","HHA6_10999","73","M"
"A6_11000","HHA6_11000","58","F"
"A6_11001","HHA6_11001","44","F"
"A6_11002","HHA6_11002","28","M"
"A6_11004","HHA6_11004","57","F"
"A6_11005","HHA6_11005","51","M"
"A6_11006","HHA6_11006","32","F"
"A6_11007","HHA6_11007","28","F"
"A6_11008","HHA6_11008","43","M"
"A6_11009","HHA6_11009","60","M"
"A6_11010","HHA6_11010","27","F"
"A6_11012","HHA6_11012","81","M"
"A6_11013","HHA6_11013","65","F"
"A6_11016","HHA6_11016","36","M"
"A6_11017","HHA6_11017","26","F"
"A6_11018","HHA6_11018","22","F"
"A6_11019","HHA6_11019","71","M"
"A6_11020","HHA6_11020","42","M"
"A6_11021","HHA6_11021","50","F"
"A6_11023","HHA6_11023","41","M"
"A6_11025","HHA6_11025","40","M"
"A6_11026","HHA6_11026","51","M"
"A6_11027","HHA6_11027","74","M"
"A6_11028","HHA6_11028","43","M"
"A6_11030","HHA6_11030","39","M"
"A6_11031","HHA6_11031","59","M"
"A6_11033","HHA6_11033","40","M"
"A6_11035","HHA6_11035","25","F"
"A6_11037","HHA6_11037","44","M"
"A6_11038","HHA6_11038","54","F"
"A6_11040","HHA6_11040","35","F"
"A6_11041","HHA6_11041","43","M"
"A6_11042","HHA6_11042","48","F"
"A6_11043","HHA6_11043","53","M"
"A6_11044","HHA6_11044","53","M"
"A6_11046","HHA6_11046","28","M"
"A6_11049","HHA6_11049","22","M"
"A6_11050","HHA6_11050","39","F"
"A6_11052","HHA6_11052","20","F"
"A6_11053","HHA6_11053","54","M"
"A6_11054","HHA6_11054","80","M"
"A6_11055","HHA6_11055","31","F"
"A6_11056","HHA6_11056","42","F"
"A6_11057","HHA6_11057","22","M"
"A6_11058","HHA6_11058","30","M"
"A6_11060","HHA6_11060","47","M"
"A6_11062","HHA6_11062","29","M"
"A6_11063","HHA6_11063","33","M"
"A6_11065","HHA6_11065","59","M"
"A6_11066","HHA6_11066","22","M"
"A6_11070","HHA6_11070","32","F"
"A6_11071","HHA6_11071","44","F"
"A6_11072","HHA6_11072","61","M"
"A6_11073","HHA6_11073","40","F"
"A6_11076","HHA6_11076","18","M"
"A6_11078","HHA6_11078","33","F"
"A6_11079","HHA6_11079","52","M"
"A6_11081","HHA6_11081","38","F"
"A6_11087","HHA6_11087","24",NA
"A6_11088","HHA6_11088","20","M"
"A6_11090","HHA6_11090","34","F"
"A6_11091","HHA6_11091","49","F"
"A6_11092","HHA6_11092","29","M"
"A6_11095","HHA6_11095","21","M"
"A6_11097","HHA6_11097","57","M"
"A6_11099","HHA6_11099","55","M"
"A6_11100","HHA6_11100","66","M"
"A6_11101","HHA6_11101","19","F"
"A6_11103","HHA6_11103","35","M"
"A6_11104","HHA6_11104","36","M"
"A6_11106","HHA6_11106","37","M"
"A6_11107","HHA6_11107","63","M"
"A6_11108","HHA6_11108","33","F"
"A6_11112","HHA6_11112","19","M"
"A6_11113","HHA6_11113","57","M"
"A6_11114","HHA6_11114","52","F"
"A6_11115","HHA6_11115","34","M"
"A6_11117","HHA6_11117","34","M"
"A6_11121","HHA6_11121","36","M"
"A6_11122","HHA6_11122","67","M"
"A6_11124","HHA6_11124","41","M"
"A6_11125","HHA6_11125","28","M"
"A6_11126","HHA6_11126","60","M"
"A6_11128","HHA6_11128","48","M"
"A6_11131","HHA6_11131","31","F"
"A6_11132","HHA6_11132","39","M"
"A6_11133","HHA6_11133","30","F"
"A6_11139","HHA6_11139","48","M"
"A6_11140","HHA6_11140","55","M"
"A6_11141","HHA6_11141","24","M"
"A6_11142","HHA6_11142","44","F"
"A6_11144","HHA6_11144","40","M"
"A6_11145","HHA6_11145","61","M"
"A6_11146","HHA6_11146","28","M"
"A6_11147","HHA6_11147","65","M"
"A6_11149","HHA6_11149","40","M"
"A6_11154","HHA6_11154","53","M"
"A6_11156","HHA6_11156","34","F"
"A6_11157","HHA6_11157","52","F"
"A6_11158","HHA6_11158","48","F"
"A6_11159","HHA6_11159","40","M"
"A6_11163","HHA6_11163","19","M"
"A6_11164","HHA6_11164","22","F"
"A6_11165","HHA6_11165","26","F"
"A6_11168","HHA6_11168","65","F"
"A6_11171","HHA6_11171","49","F"
"A6_11172","HHA6_11172","30","F"
"A6_11173","HHA6_11173","33","F"
"A6_11174","HHA6_11174","19","M"
"A6_11175","HHA6_11175","44","M"
"A6_11186","HHA6_11186","32","M"
"A6_11188","HHA6_11188","39","M"
"A6_11193","HHA6_11193","34","M"
"A6_11194","HHA6_11194","74","F"
"A6_11196","HHA6_11196","27","M"
"A6_11199","HHA6_11199","20","M"
"A6_11201","HHA6_11201","36","M"
"A6_11216","HHA6_11216","48","F"
"A6_11217","HHA6_11217","78","M"
"A6_11218","HHA6_11218","65","M"
"A6_11219","HHA6_11219","55","F"
"A6_11220","HHA6_11220","58","M"
"A6_11221","HHA6_11221","68","F"
"A6_11222","HHA6_11222","57","M"
"A6_11223","HHA6_11223","46","M"
"A6_11224","HHA6_11224","76","F"
"A6_11225","HHA6_11225","47","F"
"A6_11226","HHA6_11226","66","M"
"A6_11227","HHA6_11227","67","F"
"A6_11228","HHA6_11228","55","F"
"A6_11229","HHA6_11229","59","M"
"A6_11232","HHA6_11232","42","F"
"A6_11233","HHA6_11233","68","M"
"A6_11236","HHA6_11236","40","F"
"A6_11237","HHA6_11237","77","M"
"A6_11238","HHA6_11238","74","F"
"A6_11239","HHA6_11239","50","F"
"A6_11240","HHA6_11240","75","M"
"A6_11241","HHA6_11241","74","F"
"A6_11242","HHA6_11242","49","M"
"A6_11243","HHA6_11243","55","F"
"A6_11244","HHA6_11244","65","F"
"A6_11246","HHA6_11246","43","F"
"A6_11248","HHA6_11248","67","M"
"A6_11249","HHA6_11249","66","M"
"A6_11250","HHA6_11250","72","M"
"A6_11251","HHA6_11251","43","F"
"A6_11252","HHA6_11252","67","M"
"A6_11253","HHA6_11253","64","M"
"A6_11254","HHA6_11254","68","F"
"A6_11255","HHA6_11255","47","M"
"A6_11256","HHA6_11256","64","F"
"A6_11257","HHA6_11257","63","M"
"A6_11258","HHA6_11258","73","F"
"A6_11259","HHA6_11259","54","M"
"A6_11260","HHA6_11260","50","F"
"A6_11261","HHA6_11261","65","M"
"A6_11262","HHA6_11262","50","F"
"A6_11263","HHA6_11263","63","F"
"A6_11265","HHA6_11265","73","M"
"A6_11266","HHA6_11266","38","F"
"A6_11268","HHA6_11268","73","F"
"A6_11269","HHA6_11269","45","F"
"A6_11270","HHA6_11270","50","F"
"A6_11271","HHA6_11271","52","M"
"A6_11272","HHA6_11272","32","M"
"A6_11273","HHA6_11273","65","M"
"A6_11274","HHA6_11274","60","M"
"A6_11275","HHA6_11275","56","M"
"A6_11276","HHA6_11276","68","M"
"A6_11277","HHA6_11277","65","F"
"A6_11278","HHA6_11278","74","M"
"A6_11279","HHA6_11279","65","F"
"A6_11280","HHA6_11280","73","M"
"A6_11281","HHA6_11281","64","M"
"A6_11282","HHA6_11282","44","F"
"A6_11283","HHA6_11283","54","M"
"A6_11284","HHA6_11284","59","M"
"A6_11285","HHA6_11285","64","F"
"A6_11286","HHA6_11286","54","F"
"A6_11287","HHA6_11287","65","M"
"A6_11289","HHA6_11289","49","M"
"A6_11292","HHA6_11292","63","M"
"A6_11294","HHA6_11294","73","F"
"A6_11295","HHA6_11295","69","F"
"A6_11296","HHA6_11296","61","M"
"A6_11297","HHA6_11297","47","F"
"A6_11299","HHA6_11299","66","F"
"A6_11300","HHA6_11300","54","F"
"A6_11301","HHA6_11301","66","F"
"A6_11302","HHA6_11302","49","M"
"A6_11303","HHA6_11303","66","F"
"A6_11304","HHA6_11304","26","M"
"A6_11305","HHA6_11305","52","M"
"A6_11307","HHA6_11307","52","M"
"A6_11308","HHA6_11308","58","F"
"A6_11309","HHA6_11309","53","M"
"A6_11310","HHA6_11310","66","F"
"A6_11311","HHA6_11311","75","F"
"A6_11312","HHA6_11312","46","M"
"A6_11313","HHA6_11313","67","M"
"A6_11314","HHA6_11314","65","F"
"A6_11315","HHA6_11315","33","F"
"A6_11316","HHA6_11316","71","F"
"A6_11317","HHA6_11317","59","M"
"A6_11318","HHA6_11318","67","M"
"A6_11319","HHA6_11319","76","F"
